epoch;loss;mse;val_loss;val_mse
85;230.04161071777344;230.04161071777344;776.0933837890625;776.0933837890625
86;230.0847930908203;230.0847930908203;774.6507568359375;774.6507568359375
87;230.0531005859375;230.0531005859375;774.1377563476562;774.1377563476562
88;230.09400939941406;230.09400939941406;774.642333984375;774.642333984375
89;230.0788116455078;230.0788116455078;774.5036010742188;774.5036010742188
90;230.04928588867188;230.04928588867188;774.7737426757812;774.7737426757812
91;230.040283203125;230.040283203125;774.9716186523438;774.9716186523438
92;230.1066131591797;230.1066131591797;774.8790893554688;774.8790893554688
93;230.10264587402344;230.10264587402344;775.207275390625;775.207275390625
94;230.0489501953125;230.0489501953125;774.9642944335938;774.9642944335938
95;230.06396484375;230.06396484375;775.6556396484375;775.6556396484375
96;230.02818298339844;230.02818298339844;775.0521850585938;775.0521850585938
97;230.06895446777344;230.06895446777344;775.2949829101562;775.2949829101562
98;230.0657196044922;230.0657196044922;775.212646484375;775.212646484375
99;230.06591796875;230.06591796875;775.0692138671875;775.0692138671875
