epoch;loss;val_loss
0;0.02506827935576439;0.03227899596095085
1;0.008308717049658298;0.022943902760744095
2;0.007204052526503801;0.019183555617928505
3;0.006165232043713331;0.017829880118370056
4;0.005213332362473011;0.022483190521597862
5;0.004884404130280018;0.014423822052776814
6;0.00427445350214839;0.012993283569812775
7;0.004241990856826305;0.012271057814359665
8;0.003788114059716463;0.012291613034904003
9;0.0035636229440569878;0.011923040263354778
10;0.003371823811903596;0.011478662490844727
11;0.003184944624081254;0.010001018643379211
12;0.0032285877969115973;0.014875981956720352
13;0.0029655734542757273;0.012205667793750763
14;0.002740138443186879;0.018010221421718597
15;0.002804800635203719;0.014997238293290138
16;0.00269640376791358;0.019561046734452248
17;0.0026594398077577353;0.015660924836993217
18;0.0027221343480050564;0.010813144966959953
19;0.0027065810281783342;0.015725145116448402
20;0.0026624342426657677;0.019988005980849266
21;0.00232874252833426;0.008746212348341942
22;0.00251529598608613;0.012570975348353386
23;0.002633587457239628;0.01102951355278492
24;0.002298361621797085;0.008625308983027935
25;0.0022717120591551065;0.017111927270889282
26;0.002173044951632619;0.017170129343867302
27;0.0021946083288639784;0.009538259357213974
28;0.0022787980269640684;0.011288914829492569
29;0.0022838255390524864;0.009804509580135345
30;0.0020785010419785976;0.009786110371351242
31;0.0022720438428223133;0.014001613482832909
32;0.0021585796494036913;0.008489416912198067
33;0.002036561258137226;0.011305158957839012
34;0.002140308730304241;0.0090158861130476
35;0.0022720189299434423;0.014580068178474903
36;0.0023877504281699657;0.015161789022386074
37;0.0021077196579426527;0.010524800047278404
38;0.0021139904856681824;0.008255472406744957
39;0.0020786309614777565;0.013203797861933708
40;0.0020264210179448128;0.013041744939982891
41;0.0019975488539785147;0.011260791681706905
42;0.002163227880373597;0.01167233381420374
43;0.002046730136498809;0.01499723270535469
44;0.0018265098333358765;0.01422792673110962
45;0.001972366590052843;0.008939097635447979
46;0.0020795336458832026;0.013298234902322292
47;0.001766457688063383;0.009417647495865822
48;0.002048908034339547;0.011180889792740345
49;0.0018615934532135725;0.009419730864465237
50;0.0018494426039978862;0.016956064850091934
51;0.0019615108612924814;0.009632839821279049
52;0.001859848271124065;0.009987639263272285
53;0.0020314836874604225;0.009981139563024044
54;0.00206127786077559;0.009499849751591682
55;0.0021005827002227306;0.014569714665412903
56;0.0017154489178210497;0.020490337163209915
57;0.001786269131116569;0.013791626319289207
58;0.0017922335537150502;0.014396116137504578
59;0.0017947424203157425;0.014720864593982697
60;0.0018221914069727063;0.016315588727593422
61;0.0018005832098424435;0.010575050488114357
62;0.0020702178589999676;0.017169736325740814
63;0.001655354630202055;0.01058970671147108
64;0.0017852254677563906;0.01524155493825674
65;0.001779810176230967;0.01733214221894741
66;0.0017228832002729177;0.014143821783363819
67;0.0017666625790297985;0.014667034149169922
68;0.0019197984365746379;0.010762874968349934
69;0.001712003955617547;0.01044901367276907
70;0.0017186333425343037;0.013362977653741837
71;0.0017088681925088167;0.01347509864717722
72;0.0016957037150859833;0.013683552853763103
73;0.0015567752998322248;0.015108725056052208
74;0.0017632630188018084;0.009333495981991291
75;0.0016725281020626426;0.012271687388420105
76;0.001664641429670155;0.010399894788861275
77;0.0015893453964963555;0.01113100815564394
78;0.0017957650125026703;0.01951565593481064
79;0.0016973516903817654;0.014280987903475761
80;0.0016460904153063893;0.013933664187788963
81;0.0016169671434909105;0.015171926468610764
82;0.001661457004956901;0.012302357703447342
83;0.0016158850630745292;0.011088958010077477
84;0.0016162449028342962;0.011259421706199646
85;0.0015773337800055742;0.011668633669614792
86;0.0015429537743330002;0.01183699257671833
87;0.0015738761285319924;0.014748363755643368
88;0.0015948193613439798;0.016334926709532738
89;0.0015684273093938828;0.009981967508792877
90;0.0015094851842150092;0.01437252014875412
91;0.0016304171876981854;0.014224023558199406
92;0.0015842047287151217;0.015871159732341766
93;0.0014900066889822483;0.01216032449156046
94;0.001533047528937459;0.016237741336226463
95;0.0014740497572347522;0.0102508794516325
96;0.0016593595501035452;0.010415729135274887
97;0.001596075831912458;0.009572098031640053
98;0.0016684624133631587;0.015321234241127968
99;0.0015019431011751294;0.013035112991929054
