epoch;loss
0;0.006870169658213854
1;0.00531739229336381
2;0.0053648860193789005
3;0.0051656728610396385
4;0.005070474464446306
5;0.004993475507944822
6;0.004877571947872639
7;0.005021709483116865
8;0.004940122831612825
9;0.0050195264630019665
10;0.004944828804582357
11;0.004838732536882162
12;0.004977298900485039
13;0.004775067791342735
14;0.004872473422437906
15;0.004703113809227943
16;0.004865431226789951
17;0.0048354859463870525
18;0.004852143581956625
19;0.00473784888163209
20;0.004674904979765415
21;0.0048217084258794785
22;0.004654535558074713
23;0.004745412152260542
24;0.004702081438153982
25;0.004681725054979324
26;0.004576109815388918
27;0.0046352907083928585
28;0.004726933781057596
29;0.004800773691385984
30;0.00459715723991394
31;0.004568041302263737
32;0.0045061539858579636
33;0.0046875812113285065
34;0.004571483936160803
35;0.00458091264590621
36;0.004561982117593288
37;0.004551699385046959
38;0.004517258610576391
39;0.004535398446023464
40;0.004668065346777439
41;0.004439921583980322
42;0.00442850636318326
43;0.004535512533038855
44;0.004530652891844511
45;0.004396062809973955
46;0.004456076771020889
47;0.004588111769407988
48;0.0045296489261090755
49;0.004430375061929226
50;0.004501262679696083
51;0.004442449659109116
52;0.004470578394830227
53;0.0043347664177417755
54;0.004469174426048994
55;0.004522331058979034
56;0.004480532370507717
57;0.004466539714485407
58;0.0044562057591974735
59;0.004337112419307232
60;0.0043971422128379345
61;0.004365997854620218
62;0.004444596823304892
63;0.004593005403876305
64;0.004419378470629454
65;0.004220430739223957
66;0.004247948992997408
67;0.004426472820341587
68;0.00433229748159647
69;0.0044440641067922115
70;0.0044411118142306805
71;0.004344108514487743
72;0.004402847494930029
73;0.004334993660449982
74;0.0042818025685846806
75;0.004337661899626255
76;0.004262865986675024
77;0.004318994004279375
78;0.004403332248330116
79;0.004351980984210968
80;0.004343236796557903
81;0.004251349251717329
82;0.0042525832541286945
83;0.00434119300916791
84;0.00424773246049881
85;0.004236696753650904
86;0.004367348738014698
87;0.004236895125359297
88;0.004214240238070488
89;0.0042769890278577805
90;0.004381806124001741
91;0.004170368425548077
92;0.004118043929338455
93;0.004191974177956581
94;0.004326789639890194
95;0.004221162758767605
96;0.0042404718697071075
97;0.004171618260443211
98;0.0043664975091814995
99;0.004338414408266544
