epoch;loss
0;0.007013916503638029
1;0.004662861581891775
2;0.004971831105649471
3;0.004694290924817324
4;0.004569357261061668
5;0.004329428542405367
6;0.00471845967695117
7;0.004039868246763945
8;0.004395556636154652
9;0.003989097662270069
10;0.003986148629337549
11;0.004362665582448244
12;0.004279924090951681
13;0.004257094580680132
14;0.003595648566260934
15;0.004933573305606842
16;0.00371098006144166
17;0.004232099279761314
18;0.004124601371586323
19;0.003644323442131281
20;0.0036165325436741114
21;0.0036885500885546207
22;0.0035948646254837513
23;0.0036328427959233522
24;0.0036086903419345617
25;0.003903658827766776
26;0.0036009210161864758
27;0.0036556271370500326
28;0.003875820664688945
29;0.0036777141503989697
30;0.003985079005360603
31;0.003652543993666768
32;0.003624542383477092
33;0.0036503144074231386
34;0.003481103340163827
35;0.0034904619678854942
36;0.0036368074361234903
37;0.0034767091274261475
38;0.0035730646923184395
39;0.0036387688014656305
40;0.0035058350767940283
41;0.003609507344663143
42;0.003726582508534193
43;0.0033449234906584024
44;0.0033353804610669613
45;0.0033961220178753138
46;0.00330493226647377
47;0.0035958641674369574
48;0.00333075481466949
49;0.003871593624353409
50;0.003446694929152727
51;0.0032307144720107317
52;0.003466593101620674
53;0.0036716661415994167
54;0.0033130845986306667
55;0.003500463208183646
56;0.0037072955165058374
57;0.0034586647525429726
58;0.003315779147669673
59;0.0033550874795764685
60;0.003386186435818672
61;0.0032613349612802267
62;0.0034970061387866735
63;0.003503991523757577
64;0.003283277153968811
65;0.0033538579009473324
66;0.0033651627600193024
67;0.0032762500923126936
68;0.0032479185611009598
69;0.0033795488998293877
70;0.003191483672708273
71;0.003176646074280143
72;0.003301037475466728
73;0.0031924350187182426
74;0.0031581418588757515
75;0.003312927670776844
76;0.003436093917116523
77;0.0033445770386606455
78;0.0032046290580183268
79;0.003098550019785762
80;0.0031932874117046595
81;0.003358172718435526
82;0.0032163101714104414
83;0.003167529124766588
84;0.0032340080942958593
85;0.002994718961417675
86;0.0032952725887298584
87;0.003186602843925357
88;0.003297268645837903
89;0.003399164415895939
90;0.003161657601594925
91;0.0031114318408071995
92;0.003152239602059126
93;0.003143186680972576
94;0.0030884016305208206
95;0.0030786043498665094
96;0.0032097564544528723
97;0.003300608368590474
98;0.0031619544606655836
99;0.002995151560753584
