epoch;loss;val_loss
0;0.011654568836092949;0.017178578302264214
1;0.004978999961167574;0.024945948272943497
2;0.0038151764310896397;0.015193397179245949
3;0.0037333043292164803;0.027442511171102524
4;0.0032719443552196026;0.012360094115138054
5;0.0030546376947313547;0.012447950430214405
6;0.0035426567774266005;0.011646108701825142
7;0.002152553293853998;0.009167525917291641
8;0.0023659642320126295;0.011871150694787502
9;0.0023567131720483303;0.01337862852960825
10;0.0022348659113049507;0.010976211167871952
11;0.0020002552773803473;0.014118017628788948
12;0.001956207910552621;0.02134917490184307
13;0.0023744909558445215;0.009846294298768044
14;0.0019022340420633554;0.012250577099621296
15;0.0020312457345426083;0.016683414578437805
16;0.0019304777961224318;0.013511603698134422
17;0.0018982659094035625;0.01121564581990242
18;0.0023425507824867964;0.012696360237896442
19;0.002033903496339917;0.01837005279958248
20;0.0020671042148023844;0.021519549190998077
21;0.0024177583400160074;0.011520840227603912
22;0.0016867327503859997;0.023533521220088005
23;0.0016923195216804743;0.01173323206603527
24;0.0022318598348647356;0.013977750204503536
25;0.0017488482408225536;0.011870507150888443
26;0.002051419345661998;0.011606188490986824
27;0.0018179939361289144;0.012308413162827492
28;0.0020994062069803476;0.0156095577403903
29;0.0018010289641097188;0.018358053639531136
30;0.0017095846123993397;0.011567004956305027
31;0.001747939269989729;0.01476222276687622
32;0.0019753342494368553;0.01717676967382431
33;0.001721347332932055;0.023725157603621483
34;0.0018241523066535592;0.021813897415995598
35;0.001996770966798067;0.012139943428337574
36;0.001827499596402049;0.01297546923160553
37;0.0015557006699964404;0.012636719271540642
38;0.001959017012268305;0.010320257395505905
39;0.0019583632238209248;0.010768057778477669
40;0.002395445015281439;0.012318618595600128
41;0.0016684846486896276;0.010200330056250095
42;0.0018244520761072636;0.015165813267230988
43;0.0017738743918016553;0.010115225799381733
44;0.001857815426774323;0.013717384077608585
45;0.0017017453210428357;0.015268717892467976
46;0.0016654389910399914;0.01608763448894024
47;0.0018945734482258558;0.013233974575996399
48;0.0016667810268700123;0.012876622378826141
49;0.0016061278292909265;0.013557193800807
50;0.0016889546532183886;0.015990598127245903
51;0.0018575170543044806;0.011558213271200657
52;0.001669945428147912;0.011570515111088753
53;0.0017036390490829945;0.019564973190426826
54;0.0016200507525354624;0.010777726769447327
55;0.0016554303001612425;0.021914919838309288
56;0.0014541150303557515;0.016101496294140816
57;0.0016337649431079626;0.017236778512597084
58;0.0016055412124842405;0.01503289770334959
59;0.0016305415192618966;0.01444671954959631
60;0.0016375480918213725;0.013038650155067444
61;0.0017377574695274234;0.011791136115789413
62;0.001430931151844561;0.020138083025813103
63;0.0020473399199545383;0.02510887011885643
64;0.0016374177066609263;0.01414907444268465
65;0.0017873594770208001;0.022303206846117973
66;0.0015136569272726774;0.02309541590511799
67;0.001664029317907989;0.01469001080840826
68;0.0017391648143529892;0.011072274297475815
69;0.0015625859377905726;0.014360936358571053
70;0.0016296955291181803;0.017887311056256294
71;0.001516024931333959;0.012403751723468304
72;0.001597331720404327;0.020571082830429077
73;0.001604702090844512;0.020876726135611534
74;0.0016992478631436825;0.014526358805596828
75;0.0014596730470657349;0.010654658079147339
76;0.0015513829421252012;0.01662127859890461
77;0.0015786124859005213;0.013644568622112274
78;0.0014322507195174694;0.012869630008935928
79;0.001615031505934894;0.013141845352947712
80;0.0015013260999694467;0.01742508076131344
81;0.0015328574227169156;0.013946658000349998
82;0.0015354356728494167;0.01707267388701439
83;0.0016647523734718561;0.014011519961059093
84;0.0016270834021270275;0.01470022089779377
85;0.0017239452572539449;0.017208248376846313
86;0.001542717800475657;0.016751013696193695
87;0.0014980777632445097;0.012303329072892666
88;0.001490358728915453;0.018471436575055122
89;0.0014739087782800198;0.02917122282087803
