epoch;loss;val_loss
0;0.07555913925170898;0.009259890764951706
1;0.013672946952283382;0.00843137875199318
2;0.007658704649657011;0.008747938089072704
3;0.005084298551082611;0.0070575810968875885
4;0.0041472227312624454;0.00591653399169445
5;0.003744092769920826;0.007951019331812859
6;0.003681914648041129;0.007370238658040762
7;0.003218527417629957;0.006514265201985836
8;0.0028071850538253784;0.006825351621955633
9;0.0028016739524900913;0.005634991452097893
10;0.0025409881491214037;0.005866352468729019
11;0.00204916438087821;0.006370514165610075
12;0.0023549171164631844;0.006626158952713013
13;0.0018994660349562764;0.0058791134506464005
14;0.00217163166962564;0.01220365148037672
15;0.0019917101599276066;0.018795456737279892
16;0.0018589140381664038;0.006423965096473694
17;0.0018357981462031603;0.006019963417202234
18;0.0016617185901850462;0.007074594963341951
19;0.0016290441853925586;0.006588338408619165
20;0.001409868011251092;0.0067977942526340485
21;0.0014603646704927087;0.007514393888413906
22;0.0014631281374022365;0.006109056994318962
23;0.0011353271547704935;0.006242975126951933
24;0.001192558673210442;0.009414921514689922
25;0.0013104439713060856;0.006450046319514513
26;0.0011529522016644478;0.006167832762002945
27;0.001077298540621996;0.006911571603268385
28;0.0009134262218140066;0.008568262681365013
29;0.0011170535581186414;0.007782280910760164
30;0.0011096431408077478;0.006332841236144304
31;0.0008238237933255732;0.006491589825600386
32;0.0008283875649794936;0.005838526878505945
33;0.0007475256570614874;0.006434504874050617
34;0.0007721415022388101;0.006153751630336046
35;0.00080597068881616;0.0064081111922860146
36;0.0008179933065548539;0.006001456640660763
37;0.0009528165683150291;0.006330915726721287
38;0.0008434534538537264;0.006627451628446579
39;0.0007271309732459486;0.00778584461659193
40;0.0007362590404227376;0.005738169886171818
41;0.0007275613024830818;0.007359625305980444
42;0.0006529776146635413;0.005984327290207148
43;0.00071507174288854;0.006692512426525354
44;0.0006651835865341127;0.006530512124300003
45;0.0007879559998400509;0.0059838793240487576
46;0.0005816339980810881;0.006007785443216562
47;0.0005399181973189116;0.005917346570640802
48;0.0006425094325095415;0.005500893108546734
49;0.0006652111769653857;0.006011010613292456
50;0.0006112087285146117;0.008774497546255589
51;0.0009470356162637472;0.006862935610115528
52;0.0005842338432557881;0.0062201847322285175
53;0.0005105693126097322;0.0062217251397669315
54;0.0004804939962923527;0.005961432587355375
55;0.000494011037517339;0.006122369784861803
56;0.0005135048413649201;0.006153120193630457
57;0.0004620231338776648;0.005856106523424387
58;0.00048161763697862625;0.005938099697232246
59;0.00044995409552939236;0.005980601999908686
60;0.0004974206676706672;0.006505459081381559
61;0.0004945541149936616;0.00714047159999609
62;0.0005476194783113897;0.005831659771502018
63;0.0005608435603789985;0.006206596735864878
64;0.0004743743338622153;0.007002048660069704
65;0.00044728643842972815;0.006248601246625185
66;0.0006554293795488775;0.005660803057253361
67;0.0006687798886559904;0.006047750823199749
68;0.0004043130320496857;0.006195457186549902
69;0.00043386200559325516;0.005956132896244526
70;0.00046802309225313365;0.005855988711118698
71;0.0004702119331341237;0.008043644949793816
72;0.0004334289696998894;0.0070258923806250095
73;0.0006728569860570133;0.0058019133284688
74;0.0005090315244160593;0.00678463326767087
75;0.0004170227621216327;0.006318503525108099
76;0.00047135731438174844;0.00616081990301609
77;0.00043917508446611464;0.006849874742329121
78;0.0004837863671127707;0.006390590686351061
79;0.00040053579141385853;0.0059488387778401375
80;0.0004091529699508101;0.005899480544030666
81;0.0004771693202201277;0.00620722770690918
82;0.0005364085081964731;0.006137144286185503
83;0.0004886252572759986;0.006314797792583704
84;0.00035125325666740537;0.005820750258862972
85;0.00038343138294294477;0.01012558862566948
86;0.0005065375589765608;0.006421561352908611
87;0.0005167386843822896;0.0059788767248392105
88;0.0004597936640493572;0.006037581712007523
89;0.00037674850318580866;0.006090905983000994
90;0.0006697127828374505;0.006463834550231695
91;0.00047498647472821176;0.00610513286665082
92;0.00042173959081992507;0.006873376201838255
93;0.0004000522894784808;0.006087198853492737
94;0.000405545491958037;0.006077479105442762
95;0.0004679961421061307;0.0061482274904847145
96;0.0003896505222655833;0.006435374263674021
97;0.00035087394644506276;0.006135332398116589
98;0.0003997960011474788;0.008467620238661766
99;0.0003852139343507588;0.006324266083538532
