epoch;loss
0;0.08363053947687149
1;0.0036951967049390078
2;0.0037221689708530903
3;0.0037859007716178894
4;0.0037165808025747538
5;0.003807233879342675
6;0.0037640181835740805
7;0.0036398377269506454
8;0.0036606346257030964
9;0.0037313424982130527
10;0.003621665295213461
11;0.003668042365461588
12;0.0037698412779718637
13;0.003796745790168643
14;0.0036474254447966814
15;0.0037114061415195465
16;0.0035629861522465944
17;0.0036011941265314817
18;0.0037448699586093426
19;0.0036719401832669973
20;0.0036590462550520897
21;0.0037037828005850315
22;0.0035961742978543043
23;0.0037204439286142588
24;0.0036064020823687315
25;0.003666926408186555
26;0.0036167758516967297
27;0.0036825151182711124
28;0.0034682934638112783
29;0.0037772017531096935
30;0.003464524168521166
31;0.003615504829213023
32;0.003581853350624442
33;0.0035728239454329014
34;0.003635386237874627
35;0.0035224412567913532
36;0.0034298233222216368
37;0.0034747931640595198
38;0.003540274454280734
39;0.003517086850479245
40;0.003545507788658142
41;0.0034987200051546097
42;0.003518548095598817
43;0.0036117855925112963
44;0.003477429738268256
45;0.003442117478698492
46;0.0035195685923099518
47;0.00355628808028996
48;0.003549659624695778
49;0.003469268325716257
50;0.003491273382678628
51;0.003426225623115897
52;0.0034478292800486088
53;0.0035149240866303444
54;0.003531332826241851
55;0.003390916157513857
56;0.0034199892543256283
57;0.003482204396277666
58;0.003365941345691681
59;0.003501316299661994
60;0.0035279341973364353
61;0.003395074512809515
62;0.00340997870080173
63;0.003488004207611084
64;0.003411625511944294
65;0.003459458937868476
66;0.0034619057551026344
67;0.003642496420070529
68;0.0033849228639155626
69;0.003390452591702342
70;0.0033817938528954983
71;0.003332411637529731
72;0.0034916619770228863
73;0.0034727102611213923
74;0.0034034547861665487
75;0.0034686329308897257
76;0.0034526397939771414
77;0.0034452241379767656
78;0.003430608194321394
79;0.003431068267673254
80;0.0033861498814076185
81;0.0033872995991259813
82;0.003436536295339465
83;0.0033887873869389296
84;0.0034105286467820406
85;0.0034272836055606604
86;0.00334528973326087
87;0.0033899976406246424
88;0.00348275201395154
89;0.0033109579235315323
90;0.0034248335286974907
91;0.0034055637661367655
92;0.0034480399917811155
93;0.003372412407770753
94;0.003414830192923546
95;0.003345465986058116
96;0.003430252429097891
97;0.0033716107718646526
98;0.003386313794180751
99;0.0033909757621586323
